participant.code,participant.label,player.treatment,player.explosion,player.pumps,player.tentation,player.tentation_limite,player.tentation_tirage,player.tentation_appliquee,player.payoff,subsession.round_number,subsession.subsession_type,session.code,session.label,CSP,can,type,gender,age
9urymj1l,4090.0,0,60,47,NA,NA,NA,0,7.05,2,1,dhy9fqbt,rmo1,1,5,2,1,36
3b6guzat,4136.0,4,15,23,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,6,2,2,33
3vgoe1li,4249.0,0,58,14,NA,NA,NA,0,2.1,2,1,dhy9fqbt,rmo1,2,3,2,2,45
3rdfg6mg,4277.0,4,41,34,NA,NA,NA,0,5.1,2,1,dhy9fqbt,rmo1,2,5,2,2,35
uxeact3h,4326.0,0,55,25,NA,NA,NA,0,3.75,2,1,dhy9fqbt,rmo1,2,3,2,1,25
1l8z7p89,4479.0,4,4,25,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,7,2,1,44
z17njc79,4527.0,0,50,17,NA,NA,NA,0,2.55,2,1,dhy9fqbt,rmo1,1,5,2,2,48
ewlrb4sy,4567.0,4,20,20,NA,NA,NA,0,3,2,1,dhy9fqbt,rmo1,4,3,2,1,24
uh66tpct,4653.0,0,49,7,NA,NA,NA,0,1.05,2,1,dhy9fqbt,rmo1,2,4,2,1,22
xhdbja13,4711.0,4,30,20,NA,NA,NA,0,3,2,1,dhy9fqbt,rmo1,5,4,2,2,31
f69ik6t4,4710.0,0,5,42,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,4,2,1,49
2lrm67x7,4759.0,0,62,16,NA,NA,NA,0,2.4,2,1,dhy9fqbt,rmo1,3,6,2,1,69
8etply6n,4763.0,0,61,30,NA,NA,NA,0,4.5,2,1,dhy9fqbt,rmo1,1,3,2,2,40
24zf4ktc,4816.0,4,33,2,NA,NA,NA,0,0.3,2,1,dhy9fqbt,rmo1,2,3,2,1,36
plx6nhzr,4851.0,0,64,20,NA,NA,NA,0,3,2,1,dhy9fqbt,rmo1,5,3,2,2,62
k3c4jzuf,4890.0,4,27,64,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,4,7,2,2,27
c27qi93q,4969.0,4,63,6,NA,NA,NA,0,0.9,2,1,dhy9fqbt,rmo1,3,3,2,2,64
8lphxpnp,5005.0,4,33,37,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,5,4,2,1,32
u0hjulwx,5038.0,0,59,5,NA,NA,NA,0,0.75,2,1,dhy9fqbt,rmo1,1,4,2,2,34
t84lb38h,5096.0,4,6,17,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,4,2,2,24
cuppfolb,5137.0,0,54,30,NA,NA,NA,0,4.5,2,1,dhy9fqbt,rmo1,2,3,2,2,38
17vo7tto,5194.0,0,60,31,NA,NA,NA,0,4.65,2,1,dhy9fqbt,rmo1,5,5,2,1,25
5p8u4nlf,5211.0,4,49,10,NA,NA,NA,0,1.5,2,1,dhy9fqbt,rmo1,5,4,2,2,35
6z0agyyg,5224.0,0,9,30,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,4,5,2,1,26
q25dkqv7,5250.0,4,19,44,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,4,4,2,1,35
uxozd6ew,5348.0,4,61,30,NA,NA,NA,0,4.5,2,1,dhy9fqbt,rmo1,1,4,2,1,28
czxbmioh,5422.0,0,49,32,NA,NA,NA,0,4.8,2,1,dhy9fqbt,rmo1,3,3,2,2,72
g0fa6i1l,5476.0,4,10,9,NA,NA,NA,0,1.35,2,1,dhy9fqbt,rmo1,2,3,2,1,52
k2r3ufc7,5559.0,4,46,7,NA,NA,NA,0,1.05,2,1,dhy9fqbt,rmo1,2,4,2,1,40
xxr320kk,5606.0,0,30,16,NA,NA,NA,0,2.4,2,1,dhy9fqbt,rmo1,1,4,2,1,34
cy9wdpy6,5710.0,0,35,23,NA,NA,NA,0,3.45,2,1,dhy9fqbt,rmo1,1,6,2,2,24
1xjrj2by,5775.0,4,29,12,NA,NA,NA,0,1.8,2,1,dhy9fqbt,rmo1,5,3,2,2,44
7fe7pdab,5801.0,0,35,10,NA,NA,NA,0,1.5,2,1,dhy9fqbt,rmo1,1,5,2,1,56
51trnxmb,5848.0,4,2,5,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,1,5,2,2,38
beetoyz7,6011.0,4,3,22,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,3,2,1,32
n41b4hp3,6121.0,0,63,15,NA,NA,NA,0,2.25,2,1,dhy9fqbt,rmo1,1,3,2,1,54
lzavmfcn,6251.0,4,3,21,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,3,2,1,57
qun46dxd,6362.0,0,20,7,NA,NA,NA,0,1.05,2,1,dhy9fqbt,rmo1,3,4,2,1,71
bp8xi9g4,6387.0,4,45,55,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,5,2,1,32
8jqxvtbv,6431.0,0,21,5,NA,NA,NA,0,0.75,2,1,dhy9fqbt,rmo1,2,3,2,1,48
zh7csaq8,6448.0,4,38,4,NA,NA,NA,0,0.6,2,1,dhy9fqbt,rmo1,3,3,2,1,75
n7wcoinl,6475.0,0,31,22,NA,NA,NA,0,3.3,2,1,dhy9fqbt,rmo1,2,5,2,1,57
r4uuaq3i,6514.0,4,16,22,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,5,2,1,56
ubkg88x0,6620.0,0,19,7,NA,NA,NA,0,1.05,2,1,dhy9fqbt,rmo1,1,4,2,2,46
w9fem7e4,6820.0,4,61,20,NA,NA,NA,0,3,2,1,dhy9fqbt,rmo1,1,3,2,1,56
xxphycaw,6867.0,0,17,19,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,3,2,2,34
uv9uc5ii,6914.0,4,20,7,NA,NA,NA,0,1.05,2,1,dhy9fqbt,rmo1,2,5,2,1,21
y9mvdm6h,7008.0,0,63,10,NA,NA,NA,0,1.5,2,1,dhy9fqbt,rmo1,2,3,2,2,40
3yyc9t1p,7034.0,4,8,25,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,1,4,2,1,39
ek0ed4d8,7088.0,0,17,4,NA,NA,NA,0,0.6,2,1,dhy9fqbt,rmo1,2,3,2,2,45
kjgqpsly,7137.0,4,34,14,NA,NA,NA,0,2.1,2,1,dhy9fqbt,rmo1,2,7,2,1,58
kojizrh4,7217.0,0,61,27,NA,NA,NA,0,4.05,2,1,dhy9fqbt,rmo1,1,3,2,1,41
cxpy2o1a,7330.0,4,39,30,NA,NA,NA,0,4.5,2,1,dhy9fqbt,rmo1,2,3,2,1,30
jqia7f9c,7352.0,0,3,6,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,7,2,2,28
yq4bj12v,7379.0,4,22,23,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,5,4,2,1,42
ba5d65au,7410.0,0,21,5,NA,NA,NA,0,0.75,2,1,dhy9fqbt,rmo1,1,4,2,2,45
4zdc6m6t,7455.0,0,5,3,NA,NA,NA,0,0.45,2,1,dhy9fqbt,rmo1,5,3,2,2,26
uniwr8mb,7537.0,0,56,25,NA,NA,NA,0,3.75,2,1,dhy9fqbt,rmo1,2,3,2,1,65
k660hd2c,7648.0,0,62,20,NA,NA,NA,0,3,2,1,dhy9fqbt,rmo1,1,6,2,1,46
18w8ei43,7785.0,4,17,36,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,1,6,2,2,32
paduxnjt,7882.0,0,20,33,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,3,2,2,55
ityc9pr6,7950.0,0,20,20,NA,NA,NA,0,3,2,1,dhy9fqbt,rmo1,2,3,2,1,29
c0nhl23v,8126.0,4,11,15,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,7,2,1,26
gadie148,8165.0,0,27,6,NA,NA,NA,0,0.9,2,1,dhy9fqbt,rmo1,2,5,2,2,27
9rfyjc0k,8176.0,4,21,25,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,6,2,2,39
fcnups95,8332.0,4,25,45,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,5,4,2,1,32
ghzire87,8404.0,4,25,5,NA,NA,NA,0,0.75,2,1,dhy9fqbt,rmo1,3,3,2,2,78
1s0kde8p,8458.0,0,23,25,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,4,2,2,57
ep1by50p,8561.0,4,14,42,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,5,3,2,2,31
vpy7vnfi,8631.0,0,8,10,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,4,3,2,2,23
ormv38uj,8653.0,0,12,36,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,3,3,2,1,58
5xf1hquy,8693.0,0,25,39,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,4,2,1,32
fpdavpay,8712.0,4,46,5,NA,NA,NA,0,0.75,2,1,dhy9fqbt,rmo1,3,7,2,2,68
nhz3t6sj,8738.0,0,53,23,NA,NA,NA,0,3.45,2,1,dhy9fqbt,rmo1,1,6,2,2,56
aijrdtpn,8841.0,4,16,64,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,3,5,2,1,59
y0q8c6tu,8855.0,0,39,3,NA,NA,NA,0,0.45,2,1,dhy9fqbt,rmo1,5,3,2,2,50
sc8t9v36,8866.0,4,14,30,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,1,3,2,1,54
pwhtw0o4,8921.0,0,29,12,NA,NA,NA,0,1.8,2,1,dhy9fqbt,rmo1,2,4,2,1,41
hp4vto2q,9020.0,0,26,6,NA,NA,NA,0,0.9,2,1,dhy9fqbt,rmo1,1,3,2,1,50
s2hgq2qm,9054.0,4,64,2,NA,NA,NA,0,0.3,2,1,dhy9fqbt,rmo1,2,5,2,1,28
lovopky0,9130.0,0,52,32,NA,NA,NA,0,4.8,2,1,dhy9fqbt,rmo1,4,3,2,1,21
jh30fusg,9181.0,4,10,10,NA,NA,NA,0,1.5,2,1,dhy9fqbt,rmo1,1,6,2,1,26
tj25lo1m,9212.0,0,53,6,NA,NA,NA,0,0.9,2,1,dhy9fqbt,rmo1,5,3,2,2,26
ygsvjqkq,9257.0,0,35,7,NA,NA,NA,0,1.05,2,1,dhy9fqbt,rmo1,2,3,2,2,54
bz2zecnb,9294.0,4,3,19,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,3,4,2,1,61
hpfpfhul,9330.0,0,25,5,NA,NA,NA,0,0.75,2,1,dhy9fqbt,rmo1,2,4,2,1,30
mkuhmoze,9418.0,4,46,8,NA,NA,NA,0,1.2,2,1,dhy9fqbt,rmo1,1,4,2,2,44
ysw9e0gn,9537.0,0,39,25,NA,NA,NA,0,3.75,2,1,dhy9fqbt,rmo1,2,3,2,2,35
diasq4jp,9535.0,4,26,10,NA,NA,NA,0,1.5,2,1,dhy9fqbt,rmo1,3,4,2,2,66
pz0w0a7u,9607.0,0,49,58,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,3,2,2,26
l2wc1lzi,9642.0,4,10,35,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,1,6,2,1,45
g13lyrxw,9697.0,0,14,22,NA,NA,NA,0,0,2,1,dhy9fqbt,rmo1,2,5,2,2,29
k5vbfdf5,9711.0,0,54,28,NA,NA,NA,0,4.2,2,1,dhy9fqbt,rmo1,5,4,2,1,39
in1tu8uo,9830.0,4,20,1,NA,NA,NA,0,0.15,2,1,dhy9fqbt,rmo1,2,4,2,1,51
512990hw,93.0,4,62,10,NA,NA,NA,0,1.5,3,1,dhy9fqbt,rmo1,2,5,2,2,21
90snqea7,120.0,0,21,40,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,1,4,2,1,38
lcpr6aej,195.0,0,1,5,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,3,5,2,1,64
litoex8p,224.0,4,25,24,NA,NA,NA,0,3.6,3,1,dhy9fqbt,rmo1,4,4,2,2,21
dq2ihb20,340.0,4,29,18,NA,NA,NA,0,2.7,3,1,dhy9fqbt,rmo1,2,3,2,2,42
u6rok4eh,380.0,0,17,12,NA,NA,NA,0,1.8,3,1,dhy9fqbt,rmo1,2,3,2,1,48
yhlv6pjd,395.0,4,20,7,NA,NA,NA,0,1.05,3,1,dhy9fqbt,rmo1,2,3,2,1,56
5vj6xosr,486.0,4,51,2,NA,NA,NA,0,0.3,3,1,dhy9fqbt,rmo1,5,3,2,2,59
9ke1clt6,546.0,4,55,42,NA,NA,NA,0,6.3,3,1,dhy9fqbt,rmo1,1,7,2,1,40
dtms80pl,574.0,0,60,12,NA,NA,NA,0,1.8,3,1,dhy9fqbt,rmo1,4,3,2,2,28
y9hxec63,715.0,0,51,50,NA,NA,NA,0,7.5,3,1,dhy9fqbt,rmo1,3,4,2,1,69
uno3sb9r,736.0,4,24,15,NA,NA,NA,0,2.25,3,1,dhy9fqbt,rmo1,3,7,2,2,65
9z1zoyne,805.0,0,15,45,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,4,7,2,1,20
332d53w3,816.0,4,20,10,NA,NA,NA,0,1.5,3,1,dhy9fqbt,rmo1,1,3,2,2,26
kz0nvwk4,908.0,0,10,40,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,1,3,2,1,36
103gfezx,974.0,4,5,33,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,1,4,2,1,44
l23rvi5a,1034.0,0,8,2,NA,NA,NA,0,0.3,3,1,dhy9fqbt,rmo1,2,3,2,1,25
low6fzdk,1079.0,0,37,5,NA,NA,NA,0,0.75,3,1,dhy9fqbt,rmo1,2,6,2,1,55
lfm2rs6h,1182.0,0,36,40,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,2,3,2,2,35
4j3w3gx7,1222.0,4,63,28,NA,NA,NA,0,4.2,3,1,dhy9fqbt,rmo1,4,4,2,2,28
pamm49pp,1292.0,0,21,43,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,2,4,2,1,43
8wrtkw8x,1332.0,4,27,10,NA,NA,NA,0,1.5,3,1,dhy9fqbt,rmo1,2,7,2,1,35
a9ugwazt,1408.0,0,19,25,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,1,5,2,2,30
q4ft5k0m,1421.0,4,33,30,NA,NA,NA,0,4.5,3,1,dhy9fqbt,rmo1,2,4,2,1,21
wvkk8qyk,1452.0,0,37,5,NA,NA,NA,0,0.75,3,1,dhy9fqbt,rmo1,2,5,2,1,36
nezqor0x,1486.0,4,42,8,NA,NA,NA,0,1.2,3,1,dhy9fqbt,rmo1,5,3,2,1,43
9vjkm92i,1503.0,0,19,29,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,2,5,2,2,33
eqdysrm9,1564.0,4,8,25,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,5,3,2,2,31
9mvrqcs8,1611.0,0,20,15,NA,NA,NA,0,2.25,3,1,dhy9fqbt,rmo1,1,4,2,1,54
f5xk5nfj,1643.0,4,24,6,NA,NA,NA,0,0.9,3,1,dhy9fqbt,rmo1,1,4,2,2,31
rp9iq1mo,1738.0,0,59,7,NA,NA,NA,0,1.05,3,1,dhy9fqbt,rmo1,2,3,2,2,35
8p3kmeda,1783.0,0,59,55,NA,NA,NA,0,8.25,3,1,dhy9fqbt,rmo1,1,3,2,1,59
31yqqj2h,1815.0,0,27,13,NA,NA,NA,0,1.95,3,1,dhy9fqbt,rmo1,2,4,2,1,39
71rkli6a,1891.0,0,30,10,NA,NA,NA,0,1.5,3,1,dhy9fqbt,rmo1,3,3,2,1,63
jyzc7cgk,2110.0,0,64,5,NA,NA,NA,0,0.75,3,1,dhy9fqbt,rmo1,2,5,2,1,43
89s3gbg6,2187.0,4,19,9,NA,NA,NA,0,1.35,3,1,dhy9fqbt,rmo1,1,4,2,1,48
1ts59tmq,2214.0,0,30,38,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,2,5,2,2,23
i4w1muct,2246.0,4,58,12,NA,NA,NA,0,1.8,3,1,dhy9fqbt,rmo1,3,3,2,2,60
42bns9cy,2325.0,4,64,18,NA,NA,NA,0,2.7,3,1,dhy9fqbt,rmo1,3,7,2,2,63
th6lg3nl,2385.0,4,57,23,NA,NA,NA,0,3.45,3,1,dhy9fqbt,rmo1,2,4,2,1,43
rjx8ue7x,2415.0,0,17,12,NA,NA,NA,0,1.8,3,1,dhy9fqbt,rmo1,5,3,2,1,44
zp6v12zl,2479.0,4,6,6,NA,NA,NA,0,0.9,3,1,dhy9fqbt,rmo1,2,4,2,1,43
9vq8dsus,2582.0,4,37,30,NA,NA,NA,0,4.5,3,1,dhy9fqbt,rmo1,2,7,2,1,22
kskefow7,2614.0,0,21,6,NA,NA,NA,0,0.9,3,1,dhy9fqbt,rmo1,2,4,2,1,35
ecavdjxo,2646.0,4,49,32,NA,NA,NA,0,4.8,3,1,dhy9fqbt,rmo1,3,3,2,1,64
busq35ta,2749.0,0,36,15,NA,NA,NA,0,2.25,3,1,dhy9fqbt,rmo1,2,3,2,2,39
z4eyndbq,2765.0,4,5,42,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,5,4,2,2,55
vfj2tuka,2843.0,0,43,25,NA,NA,NA,0,3.75,3,1,dhy9fqbt,rmo1,2,7,2,1,60
xxy6x4fz,2946.0,4,34,5,NA,NA,NA,0,0.75,3,1,dhy9fqbt,rmo1,3,4,2,1,66
lirgd1np,2988.0,0,6,20,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,2,5,2,2,47
4uytprbc,3052.0,4,55,10,NA,NA,NA,0,1.5,3,1,dhy9fqbt,rmo1,5,6,2,2,34
4cv60vkd,3108.0,0,26,10,NA,NA,NA,0,1.5,3,1,dhy9fqbt,rmo1,2,3,2,1,44
gjaknd9x,3193.0,4,60,9,NA,NA,NA,0,1.35,3,1,dhy9fqbt,rmo1,3,4,2,2,73
3bli4otb,3246.0,0,5,4,NA,NA,NA,0,0.6,3,1,dhy9fqbt,rmo1,1,3,2,1,35
umn0ditc,3265.0,4,59,11,NA,NA,NA,0,1.65,3,1,dhy9fqbt,rmo1,5,4,2,2,40
7h7a7sg6,3323.0,0,28,7,NA,NA,NA,0,1.05,3,1,dhy9fqbt,rmo1,5,5,2,2,37
m1akx79l,3380.0,4,49,32,NA,NA,NA,0,4.8,3,1,dhy9fqbt,rmo1,3,3,2,1,78
155u6hpd,3390.0,0,62,2,NA,NA,NA,0,0.3,3,1,dhy9fqbt,rmo1,2,4,2,1,34
bimfkqf0,3407.0,4,11,30,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,2,3,2,2,45
eki0tnpv,3464.0,0,34,30,NA,NA,NA,0,4.5,3,1,dhy9fqbt,rmo1,2,6,2,2,51
ak2qxfer,3520.0,4,18,13,NA,NA,NA,0,1.95,3,1,dhy9fqbt,rmo1,2,3,2,1,29
d3jm85qb,3643.0,4,53,26,NA,NA,NA,0,3.9,3,1,dhy9fqbt,rmo1,2,3,2,1,38
eeavysct,3666.0,0,62,5,NA,NA,NA,0,0.75,3,1,dhy9fqbt,rmo1,2,3,2,1,58
6xidultc,3720.0,4,36,21,NA,NA,NA,0,3.15,3,1,dhy9fqbt,rmo1,2,4,2,1,29
0t2tetji,3741.0,0,47,40,NA,NA,NA,0,6,3,1,dhy9fqbt,rmo1,2,5,2,1,54
vdextyu9,3772.0,0,63,8,NA,NA,NA,0,1.2,3,1,dhy9fqbt,rmo1,3,6,2,1,56
hoi6dszu,3995.0,4,15,50,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,2,4,2,2,50
9urymj1l,4090.0,0,24,38,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,1,5,2,1,36
3b6guzat,4136.0,4,10,9,NA,NA,NA,0,1.35,3,1,dhy9fqbt,rmo1,2,6,2,2,33
3vgoe1li,4249.0,0,36,15,NA,NA,NA,0,2.25,3,1,dhy9fqbt,rmo1,2,3,2,2,45
3rdfg6mg,4277.0,4,47,38,NA,NA,NA,0,5.7,3,1,dhy9fqbt,rmo1,2,5,2,2,35
uxeact3h,4326.0,0,62,30,NA,NA,NA,0,4.5,3,1,dhy9fqbt,rmo1,2,3,2,1,25
1l8z7p89,4479.0,4,61,8,NA,NA,NA,0,1.2,3,1,dhy9fqbt,rmo1,2,7,2,1,44
z17njc79,4527.0,0,29,28,NA,NA,NA,0,4.2,3,1,dhy9fqbt,rmo1,1,5,2,2,48
ewlrb4sy,4567.0,4,39,30,NA,NA,NA,0,4.5,3,1,dhy9fqbt,rmo1,4,3,2,1,24
uh66tpct,4653.0,0,15,5,NA,NA,NA,0,0.75,3,1,dhy9fqbt,rmo1,2,4,2,1,22
xhdbja13,4711.0,4,15,60,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,5,4,2,2,31
f69ik6t4,4710.0,0,56,5,NA,NA,NA,0,0.75,3,1,dhy9fqbt,rmo1,2,4,2,1,49
2lrm67x7,4759.0,0,9,16,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,3,6,2,1,69
8etply6n,4763.0,0,61,25,NA,NA,NA,0,3.75,3,1,dhy9fqbt,rmo1,1,3,2,2,40
24zf4ktc,4816.0,4,50,8,NA,NA,NA,0,1.2,3,1,dhy9fqbt,rmo1,2,3,2,1,36
plx6nhzr,4851.0,0,51,20,NA,NA,NA,0,3,3,1,dhy9fqbt,rmo1,5,3,2,2,62
k3c4jzuf,4890.0,4,52,25,NA,NA,NA,0,3.75,3,1,dhy9fqbt,rmo1,4,7,2,2,27
c27qi93q,4969.0,4,54,3,NA,NA,NA,0,0.45,3,1,dhy9fqbt,rmo1,3,3,2,2,64
8lphxpnp,5005.0,4,38,37,NA,NA,NA,0,5.55,3,1,dhy9fqbt,rmo1,5,4,2,1,32
u0hjulwx,5038.0,0,1,6,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,1,4,2,2,34
t84lb38h,5096.0,4,18,12,NA,NA,NA,0,1.8,3,1,dhy9fqbt,rmo1,2,4,2,2,24
cuppfolb,5137.0,0,19,34,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,2,3,2,2,38
17vo7tto,5194.0,0,47,27,NA,NA,NA,0,4.05,3,1,dhy9fqbt,rmo1,5,5,2,1,25
5p8u4nlf,5211.0,4,9,10,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,5,4,2,2,35
6z0agyyg,5224.0,0,5,25,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,4,5,2,1,26
q25dkqv7,5250.0,4,41,44,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,4,4,2,1,35
uxozd6ew,5348.0,4,10,60,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,1,4,2,1,28
czxbmioh,5422.0,0,44,25,NA,NA,NA,0,3.75,3,1,dhy9fqbt,rmo1,3,3,2,2,72
g0fa6i1l,5476.0,4,27,10,NA,NA,NA,0,1.5,3,1,dhy9fqbt,rmo1,2,3,2,1,52
k2r3ufc7,5559.0,4,54,3,NA,NA,NA,0,0.45,3,1,dhy9fqbt,rmo1,2,4,2,1,40
xxr320kk,5606.0,0,63,21,NA,NA,NA,0,3.15,3,1,dhy9fqbt,rmo1,1,4,2,1,34
cy9wdpy6,5710.0,0,51,44,NA,NA,NA,0,6.6,3,1,dhy9fqbt,rmo1,1,6,2,2,24
1xjrj2by,5775.0,4,16,6,NA,NA,NA,0,0.9,3,1,dhy9fqbt,rmo1,5,3,2,2,44
7fe7pdab,5801.0,0,14,10,NA,NA,NA,0,1.5,3,1,dhy9fqbt,rmo1,1,5,2,1,56
51trnxmb,5848.0,4,8,5,NA,NA,NA,0,0.75,3,1,dhy9fqbt,rmo1,1,5,2,2,38
beetoyz7,6011.0,4,58,12,NA,NA,NA,0,1.8,3,1,dhy9fqbt,rmo1,2,3,2,1,32
n41b4hp3,6121.0,0,48,38,NA,NA,NA,0,5.7,3,1,dhy9fqbt,rmo1,1,3,2,1,54
lzavmfcn,6251.0,4,63,15,NA,NA,NA,0,2.25,3,1,dhy9fqbt,rmo1,2,3,2,1,57
qun46dxd,6362.0,0,50,2,NA,NA,NA,0,0.3,3,1,dhy9fqbt,rmo1,3,4,2,1,71
bp8xi9g4,6387.0,4,4,11,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,2,5,2,1,32
8jqxvtbv,6431.0,0,22,4,NA,NA,NA,0,0.6,3,1,dhy9fqbt,rmo1,2,3,2,1,48
zh7csaq8,6448.0,4,37,7,NA,NA,NA,0,1.05,3,1,dhy9fqbt,rmo1,3,3,2,1,75
n7wcoinl,6475.0,0,33,41,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,2,5,2,1,57
r4uuaq3i,6514.0,4,51,9,NA,NA,NA,0,1.35,3,1,dhy9fqbt,rmo1,2,5,2,1,56
ubkg88x0,6620.0,0,22,12,NA,NA,NA,0,1.8,3,1,dhy9fqbt,rmo1,1,4,2,2,46
w9fem7e4,6820.0,4,46,15,NA,NA,NA,0,2.25,3,1,dhy9fqbt,rmo1,1,3,2,1,56
xxphycaw,6867.0,0,26,19,NA,NA,NA,0,2.85,3,1,dhy9fqbt,rmo1,2,3,2,2,34
uv9uc5ii,6914.0,4,60,8,NA,NA,NA,0,1.2,3,1,dhy9fqbt,rmo1,2,5,2,1,21
y9mvdm6h,7008.0,0,16,15,NA,NA,NA,0,2.25,3,1,dhy9fqbt,rmo1,2,3,2,2,40
3yyc9t1p,7034.0,4,41,25,NA,NA,NA,0,3.75,3,1,dhy9fqbt,rmo1,1,4,2,1,39
ek0ed4d8,7088.0,0,42,12,NA,NA,NA,0,1.8,3,1,dhy9fqbt,rmo1,2,3,2,2,45
kjgqpsly,7137.0,4,26,9,NA,NA,NA,0,1.35,3,1,dhy9fqbt,rmo1,2,7,2,1,58
kojizrh4,7217.0,0,39,26,NA,NA,NA,0,3.9,3,1,dhy9fqbt,rmo1,1,3,2,1,41
cxpy2o1a,7330.0,4,21,36,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,2,3,2,1,30
jqia7f9c,7352.0,0,3,2,NA,NA,NA,0,0.3,3,1,dhy9fqbt,rmo1,2,7,2,2,28
yq4bj12v,7379.0,4,20,31,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,5,4,2,1,42
ba5d65au,7410.0,0,54,3,NA,NA,NA,0,0.45,3,1,dhy9fqbt,rmo1,1,4,2,2,45
4zdc6m6t,7455.0,0,21,4,NA,NA,NA,0,0.6,3,1,dhy9fqbt,rmo1,5,3,2,2,26
uniwr8mb,7537.0,0,62,20,NA,NA,NA,0,3,3,1,dhy9fqbt,rmo1,2,3,2,1,65
k660hd2c,7648.0,0,7,50,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,1,6,2,1,46
18w8ei43,7785.0,4,11,36,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,1,6,2,2,32
paduxnjt,7882.0,0,19,17,NA,NA,NA,0,2.55,3,1,dhy9fqbt,rmo1,2,3,2,2,55
ityc9pr6,7950.0,0,7,20,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,2,3,2,1,29
c0nhl23v,8126.0,4,28,18,NA,NA,NA,0,2.7,3,1,dhy9fqbt,rmo1,2,7,2,1,26
gadie148,8165.0,0,26,13,NA,NA,NA,0,1.95,3,1,dhy9fqbt,rmo1,2,5,2,2,27
9rfyjc0k,8176.0,4,63,18,NA,NA,NA,0,2.7,3,1,dhy9fqbt,rmo1,2,6,2,2,39
fcnups95,8332.0,4,17,20,NA,NA,NA,0,0,3,1,dhy9fqbt,rmo1,5,4,2,1,32
